index,strategy,utility,reserved_value,advantage,partner_welfare,welfare,scenario,partners,time,negotiator_id,has_error,self_error,mechanism_error,error_details,mechanism_name,nash_optimality,kalai_optimality,max_welfare_optimality,pareto_optimality
12,Conceder,0.5148732360526355,0.5148732360526355,0.0,0.134314697354199,0.3245939667034172,S5,MiCRO,0.029828299884684384,nRg8TBNCz,False,False,False,,9138484207236766956,0.8522893113914161,0.8522893113914161,0.6596072520569448,0.8807896799281454
13,MiCRO,0.134314697354199,0.134314697354199,0.0,0.5148732360526355,0.3245939667034172,S5,Conceder,0.038550599361769855,ny6u5oZp2,False,False,False,,9138484207236766956,0.8522893113914161,0.8522893113914161,0.6596072520569448,0.8807896799281454
14,MiCRO,0.5934782878636367,0.5934782878636367,0.0,0.2363680493150263,0.4149231685893315,S2,NashSeeker,0.4416895902249962,nyRyYBH9t,False,False,False,,-6516942725272599458,0.8882819948127445,0.9089278514253087,0.7624504350551754,0.9148086702670377
15,NashSeeker,0.2363680493150263,0.2363680493150263,0.0,0.5934782878636367,0.4149231685893315,S2,MiCRO,0.26186070626135916,num2ULEii,False,False,False,,-6516942725272599458,0.8882819948127445,0.9089278514253087,0.7624504350551754,0.9148086702670377
16,Linear,0.058395292877694384,0.058395292877694384,0.0,0.46848865432818726,0.2634419736029408,S0,Group14,0.5571582990232855,nkaE9rdmH,False,False,False,,-5136369455573779990,0.7396863962149558,0.7830017015152074,0.48098580593969603,0.7921161515064241
17,Group14,0.46848865432818726,0.46848865432818726,0.0,0.058395292877694384,0.2634419736029408,S0,Linear,68.49567919771653,nrfjhH9sS,False,False,False,,-5136369455573779990,0.7396863962149558,0.7830017015152074,0.48098580593969603,0.7921161515064241
18,Boulware,0.9938426321188305,0.3322763834132924,1.0,0.5013779764270203,0.7476103042729254,S8,Conceder,0.007634000154212117,n3tgq5h6r,False,False,False,,-190481103795045980,1.0,0.7923876655647779,1.0,1.0
19,Conceder,0.5013779764270203,0.2189715796134892,0.3682027044219211,0.9938426321188305,0.7476103042729254,S8,Boulware,0.007858499884605408,n9YRnXqSQ,False,False,False,,-190481103795045980,1.0,0.7923876655647779,1.0,1.0
20,NashSeeker,0.9900822798301004,0.22580487679836142,1.0,0.502528887150306,0.7463055834902033,S6,Group14,0.035951399710029364,n4TJHkvAM,False,False,False,,7319310738528755045,0.9386755086158326,0.6449895576354983,1.0,1.0
21,Group14,0.502528887150306,0.34458441692231667,0.25847210739676996,0.9900822798301004,0.7463055834902033,S6,NashSeeker,4.937252800096758,nFZuGsdJd,False,False,False,,7319310738528755045,0.9386755086158326,0.6449895576354983,1.0,1.0
22,Linear,0.7026945722116935,0.360655212413216,0.5766629029875584,0.46818153048423805,0.5854380513479658,DivideThePies7,NashSeeker,0.14369059936143458,noE3hONZl,False,False,False,,1396174594532667239,0.9497519162853048,0.9331033147281873,0.9824139208558037,1.0
23,NashSeeker,0.46818153048423805,0.1033618481111823,0.4465534276456761,0.7026945722116935,0.5854380513479658,DivideThePies7,Linear,0.05408999987412244,nBrbbaQzK,False,False,False,,1396174594532667239,0.9497519162853048,0.9331033147281873,0.9824139208558037,1.0
24,Conceder,0.5083981139387623,0.452831401030498,0.10155318308271832,0.5787882659544459,0.5435931899466041,S4,RVFitter,1.3064444896299392,ngCT0wdoQ,False,False,False,,2646105204901012647,0.8516667173026933,0.7957474924690715,0.972564209021567,1.0
25,RVFitter,0.5787882659544459,0.13592667547616036,0.5125277889145935,0.5083981139387623,0.5435931899466041,S4,Conceder,77.87059161509387,nsu5iGjwM,False,False,False,,2646105204901012647,0.8516667173026933,0.7957474924690715,0.972564209021567,1.0
26,Boulware,0.058395292877694384,0.058395292877694384,0.0,0.46848865432818726,0.2634419736029408,S0,Group14,1.2433139025233686,nXD0NxN3S,False,False,False,,-6482419937496168487,0.7396863962149558,0.7830017015152074,0.48098580593969603,0.7921161515064241
27,Group14,0.46848865432818726,0.46848865432818726,0.0,0.058395292877694384,0.2634419736029408,S0,Boulware,179.27793920098338,nJ0DhvtJV,False,False,False,,-6482419937496168487,0.7396863962149558,0.7830017015152074,0.48098580593969603,0.7921161515064241
28,Linear,0.4569435536227713,0.07929580863575283,0.41333369846205736,0.47237191613126994,0.4646577348770206,DivideThePies9,Conceder,0.012888700002804399,nNNqLYee4,False,False,False,,-8640794262785237622,0.826767687516832,0.8584078139069209,0.8792409025860924,1.0
29,Conceder,0.47237191613126994,0.34548652932839585,0.19403862420168758,0.4569435536227713,0.4646577348770206,DivideThePies9,Linear,0.02342949970625341,nKlSmjktE,False,False,False,,-8640794262785237622,0.826767687516832,0.8584078139069209,0.8792409025860924,1.0
30,RVFitter,0.1527001541601838,0.07929580863575283,0.08034071438674355,0.7830598663411309,0.46788001025065734,DivideThePies9,RVFitter,0.06758579995948821,nvORVHD1A,False,False,False,,-6710601407593796519,0.856104944080578,0.8280905009191075,0.8853381997905544,0.9688050754377852
31,RVFitter,0.7830598663411309,0.34548652932839585,0.6691560820411927,0.1527001541601838,0.46788001025065734,DivideThePies9,RVFitter,0.03896950022317469,n7hkPLFYV,False,False,False,,-6710601407593796519,0.856104944080578,0.8280905009191075,0.8853381997905544,0.9688050754377852
32,Boulware,0.7777867819444726,0.452831401030498,0.5938852878728278,0.3018809673163836,0.5398338746304281,S4,Linear,0.8969490048475564,nEq9wzoBx,False,False,False,,-360671181072194589,0.8729475762788188,0.9302008896893503,0.9658382683833141,1.0
33,Linear,0.3018809673163836,0.13592667547616036,0.19206042720005825,0.7777867819444726,0.5398338746304281,S4,Boulware,0.989830004516989,nGjXoNFpe,False,False,False,,-360671181072194589,0.8729475762788188,0.9302008896893503,0.9658382683833141,1.0
34,RVFitter,0.3957510019245333,0.058395292877694384,0.35827742416226,0.6218806341272677,0.5088158180259005,S0,MiCRO,48.87703149020672,nOwYHWk9D,False,False,False,,7351001309495109812,0.9971358594919898,0.9027226119822628,0.9289832708166498,1.0
35,MiCRO,0.6218806341272677,0.46848865432818726,0.28859587109132734,0.3957510019245333,0.5088158180259005,S0,RVFitter,0.40040510904509574,nHgd6Zbdh,False,False,False,,7351001309495109812,0.9971358594919898,0.9027226119822628,0.9289832708166498,1.0
36,Linear,0.6489499313964239,0.5934782878636367,0.13645431935546865,0.4025354103412556,0.5257426708688397,S2,Group14,1.0814310031710193,nSpLRlp3C,False,False,False,,-5831519443609857288,0.9823470474505475,0.9422755692207364,0.9660890460608602,1.0
37,Group14,0.4025354103412556,0.2363680493150263,0.21760137311852665,0.6489499313964239,0.5257426708688397,S2,Linear,183.71823420585133,n9NB9wfvM,False,False,False,,-5831519443609857288,0.9823470474505475,0.9422755692207364,0.9660890460608602,1.0
38,Boulware,0.7889233294689695,0.492394331603488,0.6124104672369016,0.43632753116318934,0.6126254303160794,DivideThePies1,Conceder,0.05032029829453677,nZIygSWDT,False,False,False,,3159263222183590378,0.8641189949347314,0.8641189949347314,1.0,1.0
39,Conceder,0.43632753116318934,0.376680097604144,0.09575612619181523,0.7889233294689695,0.6126254303160794,DivideThePies1,Boulware,0.03276569885201752,nHJzOcuLN,False,False,False,,3159263222183590378,0.8641189949347314,0.8641189949347314,1.0,1.0
40,Conceder,0.40006735820202677,0.3322763834132924,0.10247042517870043,0.6338585888916641,0.5169629735468455,S8,Group14,0.012559499591588974,nxUJj5QEE,False,False,False,,3767639437629434272,0.5647984663719774,0.7723258931465715,0.6914872234801637,0.9768655781508235
41,Group14,0.6338585888916641,0.2189715796134892,0.5409315106506373,0.40006735820202677,0.5169629735468455,S8,Conceder,3.9398943001870066,ncU8hS2kj,False,False,False,,3767639437629434272,0.5647984663719774,0.7723258931465715,0.6914872234801637,0.9768655781508235
42,NashSeeker,0.3375967816738659,0.07570722106275866,0.28334048104565934,0.611087653055031,0.4743422173644485,S3,RVFitter,0.014551900210790336,n0JHvFFj9,False,False,False,,6371017633199277131,0.9277929839206016,0.947582669441699,0.9600525399225622,1.0
43,RVFitter,0.611087653055031,0.4476007670352122,0.295957844007796,0.3375967816738659,0.4743422173644485,S3,NashSeeker,0.04911289981100708,nMKA64C7R,False,False,False,,6371017633199277131,0.9277929839206016,0.947582669441699,0.9600525399225622,1.0
44,Conceder,0.492394331603488,0.492394331603488,0.0,0.376680097604144,0.434537214603816,DivideThePies1,MiCRO,0.04390950140077621,n7e4hLvFT,False,False,False,,1476300398738467172,0.7943114327555069,0.7943114327555069,0.7093032595457551,0.8000113514680309
45,MiCRO,0.376680097604144,0.376680097604144,0.0,0.492394331603488,0.434537214603816,DivideThePies1,Conceder,0.04685250041075051,n5Mi0rELh,False,False,False,,1476300398738467172,0.7943114327555069,0.7943114327555069,0.7093032595457551,0.8000113514680309
46,NashSeeker,0.6080784096908588,0.5934782878636367,0.03591474056944022,0.47223095692024586,0.5401546833055524,S2,RVFitter,0.01588820037432015,np46owAtV,False,False,False,,4582504036868017097,0.9252757212027378,0.8852718794283259,0.9925721301213406,1.0
47,RVFitter,0.47223095692024586,0.2363680493150263,0.308869878209852,0.6080784096908588,0.5401546833055524,S2,NashSeeker,0.24616520013660192,noMQ68bPE,False,False,False,,4582504036868017097,0.9252757212027378,0.8852718794283259,0.9925721301213406,1.0
48,RVFitter,0.5645556563901468,0.360655212413216,0.34376693376301987,0.5433570084492927,0.5539563324197198,DivideThePies7,Boulware,16.023569595301524,nm8M1Fhtm,False,False,False,,8329339464074206396,0.904776509255544,0.927654803283854,0.9295849684903622,1.0
49,Boulware,0.5433570084492927,0.1033618481111823,0.5385711256542759,0.5645556563901468,0.5539563324197198,DivideThePies7,RVFitter,0.4090172027936205,n93P1VfCI,False,False,False,,8329339464074206396,0.904776509255544,0.927654803283854,0.9295849684903622,1.0
50,Group14,0.7332685484200467,0.22580487679836142,0.6639783795892384,0.5559190555492742,0.6445938019846604,S6,Linear,2.549402600270696,nslK4uaX0,False,False,False,,2709951646484617389,0.8702910252319305,0.8345193488450497,0.8637129565212773,0.9877559084136983
51,Linear,0.5559190555492742,0.34458441692231667,0.34584375972768067,0.7332685484200467,0.6445938019846604,S6,Group14,0.013512200093828142,nR6qwaS3S,False,False,False,,2709951646484617389,0.8702910252319305,0.8345193488450497,0.8637129565212773,0.9877559084136983
52,Conceder,0.49953585138416745,0.22580487679836142,0.3581565718153759,0.6487450718712571,0.5741404616277123,S6,Group14,0.010488099418580532,n0YDmHrl9,False,False,False,,-4283795458739439734,0.6887125780400096,0.9824184829437418,0.7693101516709328,1.0
53,Group14,0.6487450718712571,0.34458441692231667,0.4977511739306382,0.49953585138416745,0.5741404616277123,S6,Conceder,2.8560398005647585,nKqtQkU6Q,False,False,False,,-4283795458739439734,0.6887125780400096,0.9824184829437418,0.7693101516709328,1.0
54,Conceder,0.18461226054090304,0.07929580863575283,0.11526836622936404,0.8501143405409864,0.5173633005409447,DivideThePies9,Boulware,0.013977599330246449,nc1qTEJBy,False,False,False,,2339505553021610713,0.8390999218400478,0.8072827678151414,0.9789721362390178,1.0
55,Boulware,0.8501143405409864,0.34548652932839585,0.7716986856313235,0.18461226054090304,0.5173633005409447,DivideThePies9,Conceder,0.012695200275629759,nk9XBfMF6,False,False,False,,2339505553021610713,0.8390999218400478,0.8072827678151414,0.9789721362390178,1.0
56,Boulware,0.5920385594060817,0.07929580863575283,0.5611945532543671,0.39157421412320764,0.4918063867646447,DivideThePies9,Conceder,0.02917480026371777,ndmhBn1Wy,False,False,False,,4279341217608225311,0.7198696705878405,0.7496580071574278,0.930612489450966,1.0
57,Conceder,0.39157421412320764,0.34548652932839585,0.07047928193748275,0.5920385594060817,0.4918063867646447,DivideThePies9,Boulware,0.012551999767310917,nBobxy3lI,False,False,False,,4279341217608225311,0.7198696705878405,0.7496580071574278,0.930612489450966,1.0
58,Boulware,0.6594959495608289,0.5934782878636367,0.16239639784614343,0.37990722065885973,0.5197015851098443,S2,Boulware,0.7681416979758069,nfvLZUsow,False,False,False,,-4491293594476382714,1.0,0.959928521770189,0.9549881271104642,1.0
59,Boulware,0.37990722065885973,0.2363680493150263,0.18796904872180842,0.6594959495608289,0.5197015851098443,S2,Boulware,0.8995636984473094,nqFyzM668,False,False,False,,-4491293594476382714,1.0,0.959928521770189,0.9549881271104642,1.0
60,Boulware,0.7494487039860086,0.22580487679836142,0.6851489068111323,0.5682347275146742,0.6588417157503415,S6,Linear,0.010768500156700611,np5wWva8F,False,False,False,,1473283544056073642,0.879761074211001,0.8264680335416446,0.8828042162959244,1.0
61,Linear,0.5682347275146742,0.34458441692231667,0.3659980435864906,0.7494487039860086,0.6588417157503415,S6,Boulware,0.024779500090517104,nPdG4oRJ2,False,False,False,,1473283544056073642,0.879761074211001,0.8264680335416446,0.8828042162959244,1.0
62,Group14,0.5378230544398213,0.492394331603488,0.09382227565749028,0.6874278061923375,0.6126254303160794,DivideThePies1,Linear,9.030887300032191,nzL4sNokO,False,False,False,,1738308145658475431,0.84586773787506,0.84586773787506,1.0,1.0
63,Linear,0.6874278061923375,0.376680097604144,0.4988646622646864,0.5378230544398213,0.6126254303160794,DivideThePies1,Group14,0.04968189925421029,nRofuz5Tz,False,False,False,,1738308145658475431,0.84586773787506,0.84586773787506,1.0,1.0
64,NashSeeker,0.6027090480159533,0.5148732360526355,0.1810574441381425,0.3238450780196448,0.46327706301779903,S5,Conceder,0.011717400280758739,nXTvNBzOE,False,False,False,,5759246008196935566,1.0,1.0,0.9414251089805158,1.0
65,Conceder,0.3238450780196448,0.134314697354199,0.21893681235684903,0.6027090480159533,0.46327706301779903,S5,NashSeeker,0.020309699815697968,nX7KkW9Bu,False,False,False,,5759246008196935566,1.0,1.0,0.9414251089805158,1.0
66,MiCRO,0.22580487679836142,0.22580487679836142,0.0,0.34458441692231667,0.285194646860339,S6,MiCRO,0.008901099674403667,nDe5EbYQJ,False,False,False,,-3382314654102097280,0.48621977654243553,0.6950034175837783,0.3821419176935352,0.7218275383010023
67,MiCRO,0.34458441692231667,0.34458441692231667,0.0,0.22580487679836142,0.285194646860339,S6,MiCRO,0.006840800051577389,nRQT0NE9A,False,False,False,,-3382314654102097280,0.48621977654243553,0.6950034175837783,0.3821419176935352,0.7218275383010023
68,NashSeeker,0.6602318702363958,0.452831401030498,0.3790430766613818,0.45554503140001834,0.5578884508182071,S4,NashSeeker,0.013444399810396135,nGJ1tLctZ,False,False,False,,7382727577916182004,0.9899461163737169,0.9329686654886734,0.9981404291425608,1.0
69,NashSeeker,0.45554503140001834,0.13592667547616036,0.3698972608603424,0.6602318702363958,0.5578884508182071,S4,NashSeeker,0.020528400084003806,n69BsFT4a,False,False,False,,7382727577916182004,0.9899461163737169,0.9329686654886734,0.9981404291425608,1.0
70,Linear,0.5148732360526355,0.5148732360526355,0.0,0.134314697354199,0.3245939667034172,S5,MiCRO,0.05375719955191016,nWFdwUcgd,False,False,False,,-8375027480550034861,0.8522893113914161,0.8522893113914161,0.6596072520569448,0.8807896799281454
71,MiCRO,0.134314697354199,0.134314697354199,0.0,0.5148732360526355,0.3245939667034172,S5,Linear,0.0170744996285066,n8qKi5jvU,False,False,False,,-8375027480550034861,0.8522893113914161,0.8522893113914161,0.6596072520569448,0.8807896799281454
72,NashSeeker,0.5475385789140423,0.058395292877694384,0.5194783780672124,0.5410418577280833,0.5442902183210628,S0,RVFitter,0.014470100170001388,nV5oOQRL5,False,False,False,,-7824919210819033034,0.8755332766697828,0.7811200291600556,0.9937515489419606,1.0
73,RVFitter,0.5410418577280833,0.46848865432818726,0.13650358358426237,0.5475385789140423,0.5442902183210628,S0,NashSeeker,0.08490689971949905,nlXgbTMug,False,False,False,,-7824919210819033034,0.8755332766697828,0.7811200291600556,0.9937515489419606,1.0
74,Conceder,0.4429914187323487,0.3322763834132924,0.1673529076425653,0.6338585888916641,0.5384250038120064,S8,Linear,0.008145400322973728,nTF7VJvlU,False,False,False,,8638557116307644741,0.5947121872288865,0.8023207935708859,0.7201947334522653,0.9859551410124978
75,Linear,0.6338585888916641,0.2189715796134892,0.5409315106506373,0.4429914187323487,0.5384250038120064,S8,Conceder,0.008323199697770178,nqjJHZXoJ,False,False,False,,8638557116307644741,0.5947121872288865,0.8023207935708859,0.7201947334522653,0.9859551410124978
76,NashSeeker,0.622246740249716,0.360655212413216,0.44103149394275726,0.5263898523387076,0.5743182962942118,DivideThePies7,Group14,0.14124450273811817,nqwa45irf,False,False,False,,7183326591535091909,0.9560409935769132,0.9790370224032683,0.9637540436302601,1.0
77,Group14,0.5263898523387076,0.1033618481111823,0.5178026691135095,0.622246740249716,0.5743182962942118,DivideThePies7,NashSeeker,122.38323209877126,neSFWDHlb,False,False,False,,7183326591535091909,0.9560409935769132,0.9790370224032683,0.9637540436302601,1.0
78,Conceder,0.6594959495608289,0.5934782878636367,0.16239639784614343,0.37990722065885973,0.5197015851098443,S2,Conceder,0.4113613994559273,nqalD6QXO,False,False,False,,2868638008242389061,1.0,0.959928521770189,0.9549881271104642,1.0
79,Conceder,0.37990722065885973,0.2363680493150263,0.18796904872180842,0.6594959495608289,0.5197015851098443,S2,Conceder,0.40692360466346145,nXHecDSmC,False,False,False,,2868638008242389061,1.0,0.959928521770189,0.9549881271104642,1.0
80,Conceder,0.6207802380078384,0.360655212413216,0.43855903743793523,0.5267112290013474,0.5737457335045929,DivideThePies7,Conceder,0.03340849990490824,nFAwP9Lv4,False,False,False,,3853271193142958627,0.9547583601771115,0.9777530465997273,0.9627932354733756,1.0
81,Conceder,0.5267112290013474,0.1033618481111823,0.5181960466016252,0.6207802380078384,0.5737457335045929,DivideThePies7,Conceder,0.04320850037038326,nyATeknQM,False,False,False,,3853271193142958627,0.9547583601771115,0.9777530465997273,0.9627932354733756,1.0
82,NashSeeker,0.6207802380078384,0.360655212413216,0.43855903743793523,0.5267112290013474,0.5737457335045929,DivideThePies7,Conceder,0.03743719810154289,nhmJMwvbi,False,False,False,,-7162614093728053740,0.9547583601771115,0.9777530465997273,0.9627932354733756,1.0
83,Conceder,0.5267112290013474,0.1033618481111823,0.5181960466016252,0.6207802380078384,0.5737457335045929,DivideThePies7,NashSeeker,0.032766300020739436,nReyLyrpF,False,False,False,,-7162614093728053740,0.9547583601771115,0.9777530465997273,0.9627932354733756,1.0
84,Linear,0.6107180038441204,0.492394331603488,0.2443695420133715,0.6145328567880384,0.6126254303160794,DivideThePies1,NashSeeker,0.04332280019298196,nUeDYTqTD,False,False,False,,7850549373531605815,0.9300592125198078,0.9300592125198078,1.0,1.0
85,NashSeeker,0.6145328567880384,0.376680097604144,0.3818413880446084,0.6107180038441204,0.6126254303160794,DivideThePies1,Linear,0.03091430081985891,nvr8Bf91B,False,False,False,,7850549373531605815,0.9300592125198078,0.9300592125198078,1.0,1.0
86,Boulware,0.8909750235692879,0.3322763834132924,0.8445089834150098,0.5251365096997922,0.7080557666345401,S8,Linear,0.010921299341134727,ntTEY7Gh0,False,False,False,,-5560523656135910241,0.9244763980372959,0.8679008912532996,0.9470920379075655,1.0
87,Linear,0.5251365096997922,0.2189715796134892,0.3991791847808591,0.8909750235692879,0.7080557666345401,S8,Boulware,0.008140399469994009,nQxXSnAzz,False,False,False,,-5560523656135910241,0.9244763980372959,0.8679008912532996,0.9470920379075655,1.0
88,RVFitter,0.8494027652558165,0.360655212413216,0.8240062863418259,0.3178627419324821,0.5836327535941492,DivideThePies7,Conceder,11.211313891457394,ndW9b1SMP,False,False,False,,8752713439866130739,0.7710596987207902,0.753276914248078,0.979384480523807,0.9987613187462003
89,Conceder,0.3178627419324821,0.1033618481111823,0.26255740574603675,0.8494027652558165,0.5836327535941492,DivideThePies7,RVFitter,0.3355075039435178,nfDYMCkaI,False,False,False,,8752713439866130739,0.7710596987207902,0.753276914248078,0.979384480523807,0.9987613187462003
90,NashSeeker,0.9085593103578289,0.22580487679836142,0.893333272514815,0.5238068394586529,0.716183074908241,S6,Linear,0.033033200073987246,nev7FcNHF,False,False,False,,-6400102635292762502,1.0,0.7062763845044067,0.959637835695815,1.0
91,Linear,0.5238068394586529,0.34458441692231667,0.29329293503503817,0.9085593103578289,0.716183074908241,S6,NashSeeker,0.01024110009893775,nrO8bkkcS,False,False,False,,-6400102635292762502,1.0,0.7062763845044067,0.959637835695815,1.0
92,Group14,0.2882034707262915,0.058395292877694384,0.24406014127831585,0.4926423999297411,0.3904229353280163,S0,Conceder,169.58611880766694,ngpWJCqxM,False,False,False,,-7318824571404552749,0.8816603241610067,0.8625369945324276,0.7128244889674311,0.8816603241610067
93,Conceder,0.4926423999297411,0.46848865432818726,0.04544351837122937,0.2882034707262915,0.3904229353280163,S0,Group14,1.5782598964869976,nDxNR7HRU,False,False,False,,-7318824571404552749,0.8816603241610067,0.8625369945324276,0.7128244889674311,0.8816603241610067
94,Linear,0.977781310015117,0.22580487679836142,0.9839050981146533,0.5056828252844154,0.7417320676497663,S6,NashSeeker,0.011086300015449524,n1YcHXzFU,False,False,False,,7139291895492881158,0.9479183030696603,0.6542262366651157,0.9938717920090477,1.0
95,NashSeeker,0.5056828252844154,0.34458441692231667,0.2636334469165745,0.977781310015117,0.7417320676497663,S6,Linear,0.01624569995328784,neT3YKLvd,False,False,False,,7139291895492881158,0.9479183030696603,0.6542262366651157,0.9938717920090477,1.0
96,Boulware,0.622246740249716,0.360655212413216,0.44103149394275726,0.5263898523387076,0.5743182962942118,DivideThePies7,Boulware,0.24742640228942037,nQd83672J,False,False,False,,-7196581151052291958,0.9560409935769132,0.9790370224032683,0.9637540436302601,1.0
97,Boulware,0.5263898523387076,0.1033618481111823,0.5178026691135095,0.622246740249716,0.5743182962942118,DivideThePies7,Boulware,0.31739790469873697,ny4klTz9c,False,False,False,,-7196581151052291958,0.9560409935769132,0.9790370224032683,0.9637540436302601,1.0
98,MiCRO,0.492394331603488,0.492394331603488,0.0,0.376680097604144,0.434537214603816,DivideThePies1,MiCRO,0.0487109002424404,nWAqXk5Bj,False,False,False,,-5664034401375150411,0.7943114327555069,0.7943114327555069,0.7093032595457551,0.8000113514680309
99,MiCRO,0.376680097604144,0.376680097604144,0.0,0.492394331603488,0.434537214603816,DivideThePies1,MiCRO,0.02227949840016663,nInilHtiO,False,False,False,,-5664034401375150411,0.7943114327555069,0.7943114327555069,0.7093032595457551,0.8000113514680309
100,Boulware,0.058395292877694384,0.058395292877694384,0.0,0.46848865432818726,0.2634419736029408,S0,Group14,1.225403301534243,nd6Wq5sCt,False,False,False,,6865523485600102741,0.7396863962149558,0.7830017015152074,0.48098580593969603,0.7921161515064241
101,Group14,0.46848865432818726,0.46848865432818726,0.0,0.058395292877694384,0.2634419736029408,S0,Boulware,167.80302949622273,nCa6rxhIh,False,False,False,,6865523485600102741,0.7396863962149558,0.7830017015152074,0.48098580593969603,0.7921161515064241
102,NashSeeker,0.6679147485962185,0.360655212413216,0.5180256921609687,0.5194469451252315,0.593680846860725,DivideThePies7,NashSeeker,0.019039400038309395,nFRcsC1Rx,False,False,False,,8391655730768924106,0.9955919024562403,0.9814056274658378,0.996246019811205,1.0
103,NashSeeker,0.5194469451252315,0.1033618481111823,0.5093042816530619,0.6679147485962185,0.593680846860725,DivideThePies7,NashSeeker,0.0358088999055326,nleu5Z6nx,False,False,False,,8391655730768924106,0.9955919024562403,0.9814056274658378,0.996246019811205,1.0
104,MiCRO,0.6556153933579484,0.5148732360526355,0.2901141882177896,0.19788844491022245,0.4267519191340854,S5,RVFitter,0.012717798817902803,n8SmqLDgL,False,False,False,,2687935677559295831,0.9033973219788703,0.9033973219788703,0.8672023807123281,0.9891100887685033
105,RVFitter,0.19788844491022245,0.134314697354199,0.07343748052753409,0.6556153933579484,0.4267519191340854,S5,MiCRO,0.08336490031797439,n82vV4gTH,False,False,False,,2687935677559295831,0.9033973219788703,0.9033973219788703,0.8672023807123281,0.9891100887685033
106,Conceder,0.36499358784003566,0.3322763834132924,0.04945416198416981,0.6812948581302087,0.5231442229851222,S8,Boulware,0.024781499290838838,nVuoPjOYp,False,False,False,,-4124300313386788658,0.5321030837183774,0.7394396290671825,0.6997552334352808,1.0
107,Boulware,0.6812948581302087,0.2189715796134892,0.6027791274836624,0.36499358784003566,0.5231442229851222,S8,Conceder,0.02158049982972443,nbskvDQYN,False,False,False,,-4124300313386788658,0.5321030837183774,0.7394396290671825,0.6997552334352808,1.0
108,Boulware,0.492394331603488,0.492394331603488,0.0,0.376680097604144,0.434537214603816,DivideThePies1,MiCRO,0.0439252998912707,nUcZufKQi,False,False,False,,-3248293778866970186,0.7943114327555069,0.7943114327555069,0.7093032595457551,0.8000113514680309
